"Defunciones mensuales de la C.A. de Euskadi por grandes grupos CIE-10, mes, tramo edad cumplida, sexo y periodo"

"grandes grupos CIE-10","mes","tramo edad cumplida","sexo","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"XI. Enfermedades del sistema digestivo (K00 - K93)","Julio","80 - 89","Mujeres",13,11,11,18,21,25,14,13,19,23,14,18,20,13
"XI. Enfermedades del sistema digestivo (K00 - K93)","Julio",">= 90","Hombres",1,2,2,5,3,7,9,2,3,2,3,11,9,8
"XI. Enfermedades del sistema digestivo (K00 - K93)","Julio",">= 90","Mujeres",7,9,8,14,14,10,9,9,12,19,19,17,26,15
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","20 - 29","Hombres",0,0,0,1,0,0,0,1,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","30 - 39","Mujeres",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","40 - 49","Hombres",4,1,2,4,1,3,2,3,1,2,0,1,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","40 - 49","Mujeres",4,4,3,0,1,0,0,1,0,0,1,1,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","50 - 59","Hombres",8,8,3,5,4,5,2,2,4,3,2,3,3,1
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","50 - 59","Mujeres",2,2,2,2,2,3,1,1,2,5,0,2,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","60 - 69","Hombres",8,3,13,9,1,8,7,7,0,4,5,6,6,7
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","60 - 69","Mujeres",1,2,0,2,4,0,3,1,3,3,0,1,2,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","70 - 79","Hombres",9,6,10,6,10,5,9,4,4,9,7,12,11,11
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","70 - 79","Mujeres",4,5,6,9,3,6,7,6,5,2,6,3,4,3
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","80 - 89","Hombres",10,11,14,16,16,10,11,15,14,12,17,12,20,12
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto","80 - 89","Mujeres",12,14,18,15,12,28,12,13,26,17,13,18,20,12
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto",">= 90","Hombres",2,6,2,3,4,1,5,7,7,3,9,4,10,9
"XI. Enfermedades del sistema digestivo (K00 - K93)","Agosto",">= 90","Mujeres",5,12,7,13,9,11,13,15,11,15,14,11,28,12
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","20 - 29","Mujeres",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","30 - 39","Hombres",0,1,0,0,1,1,1,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","40 - 49","Hombres",3,3,1,4,3,1,4,1,0,0,0,1,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","40 - 49","Mujeres",0,0,0,0,4,0,1,0,3,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","50 - 59","Hombres",4,7,6,1,3,1,3,2,4,3,4,3,3,8
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","50 - 59","Mujeres",3,0,2,2,1,2,1,1,0,3,2,1,1,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","60 - 69","Hombres",5,8,6,10,10,4,9,9,5,4,7,4,9,8
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","60 - 69","Mujeres",0,4,4,4,1,3,0,2,3,0,4,3,3,1
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","70 - 79","Hombres",10,10,9,6,12,7,8,7,10,4,4,11,10,13
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","70 - 79","Mujeres",3,6,7,9,7,3,6,5,8,8,8,4,9,3
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","80 - 89","Hombres",11,11,13,8,10,16,15,9,15,12,14,15,17,10
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre","80 - 89","Mujeres",9,9,16,18,22,17,22,20,16,18,12,13,10,13
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre",">= 90","Hombres",1,5,2,4,5,5,7,4,7,8,7,13,6,8
"XI. Enfermedades del sistema digestivo (K00 - K93)","Septiembre",">= 90","Mujeres",10,12,5,13,17,4,11,16,17,13,14,16,11,18
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","0","Mujeres",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","20 - 29","Hombres",0,0,1,0,0,0,0,0,0,0,1,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","20 - 29","Mujeres",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","30 - 39","Mujeres",0,0,1,1,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","40 - 49","Hombres",7,2,1,2,0,0,2,1,4,2,1,2,1,1
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","40 - 49","Mujeres",1,0,1,1,0,0,1,0,1,0,1,2,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","50 - 59","Hombres",6,2,3,3,3,4,0,4,7,1,6,5,4,2
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","50 - 59","Mujeres",1,7,2,3,3,0,3,4,1,2,2,3,3,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","60 - 69","Hombres",9,13,5,3,2,7,4,11,5,5,5,11,6,5
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","60 - 69","Mujeres",5,4,3,1,1,3,5,0,1,1,3,0,3,3
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","70 - 79","Hombres",10,10,13,9,8,10,6,8,8,15,9,7,7,7
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","70 - 79","Mujeres",4,3,4,9,5,0,3,8,2,1,6,5,5,9
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","80 - 89","Hombres",18,18,16,14,14,20,18,7,13,15,17,17,18,19
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre","80 - 89","Mujeres",14,14,15,22,15,13,18,8,18,14,14,18,13,15
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre",">= 90","Hombres",2,3,4,4,5,4,3,5,5,5,9,10,9,6
"XI. Enfermedades del sistema digestivo (K00 - K93)","Octubre",">= 90","Mujeres",14,9,17,11,15,23,23,8,16,15,22,25,17,14
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","20 - 29","Hombres",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","30 - 39","Hombres",0,0,0,1,0,0,1,0,0,1,0,1,0,1
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","30 - 39","Mujeres",1,0,0,0,0,0,0,0,0,0,0,0,1,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","40 - 49","Hombres",0,1,7,5,0,0,3,1,4,0,0,1,1,1
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","40 - 49","Mujeres",2,0,1,2,0,0,1,0,1,0,1,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","50 - 59","Hombres",10,4,7,7,8,4,8,3,7,4,4,3,10,3
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","50 - 59","Mujeres",4,1,2,0,1,4,0,3,2,3,1,0,1,1
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","60 - 69","Hombres",6,12,7,6,11,9,1,8,4,4,11,5,5,5
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","60 - 69","Mujeres",1,2,5,3,1,3,7,0,2,0,4,3,1,1
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","70 - 79","Hombres",9,7,10,11,8,2,10,9,10,8,7,11,13,11
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","70 - 79","Mujeres",6,3,5,4,2,6,5,8,5,5,6,4,8,5
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","80 - 89","Hombres",15,16,14,11,9,10,20,17,12,17,15,14,18,15
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre","80 - 89","Mujeres",12,21,11,16,20,16,15,14,13,14,18,15,19,17
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre",">= 90","Hombres",3,6,2,0,7,7,5,6,4,6,2,10,11,12
"XI. Enfermedades del sistema digestivo (K00 - K93)","Noviembre",">= 90","Mujeres",9,9,12,11,10,16,15,19,9,19,15,20,18,17
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","30 - 39","Hombres",0,0,1,0,0,0,0,1,0,1,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","40 - 49","Hombres",4,4,0,0,5,0,4,2,2,1,1,1,3,1
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","40 - 49","Mujeres",2,0,1,2,1,0,0,1,2,1,0,0,0,0
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","50 - 59","Hombres",10,11,4,11,5,5,5,5,3,2,5,5,7,8
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","50 - 59","Mujeres",1,3,1,1,1,5,0,3,1,1,0,2,0,1
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","60 - 69","Hombres",7,9,8,4,6,10,12,4,7,10,5,8,6,4
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","60 - 69","Mujeres",1,3,3,1,3,2,1,5,7,3,2,4,3,1
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","70 - 79","Hombres",16,11,8,2,6,11,6,14,8,10,10,10,13,6
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","70 - 79","Mujeres",3,4,7,2,6,6,5,6,3,5,4,3,11,6
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","80 - 89","Hombres",16,23,8,11,18,11,8,20,13,13,17,19,12,10
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre","80 - 89","Mujeres",21,20,25,23,22,17,12,20,20,25,15,14,14,15
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre",">= 90","Hombres",3,3,6,6,4,6,8,10,6,6,8,11,11,7
"XI. Enfermedades del sistema digestivo (K00 - K93)","Diciembre",">= 90","Mujeres",11,9,9,12,13,10,9,22,17,19,21,31,13,16
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","30 - 39","Hombres",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","40 - 49","Hombres",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","60 - 69","Hombres",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","70 - 79","Hombres",0,0,0,1,1,0,0,0,0,0,1,1,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","70 - 79","Mujeres",0,0,1,1,0,0,0,0,1,0,0,1,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","80 - 89","Hombres",2,1,1,3,1,0,0,1,1,1,2,3,0,1
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero","80 - 89","Mujeres",2,0,3,1,3,2,1,1,1,3,3,1,4,1
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero",">= 90","Hombres",0,0,0,0,1,1,1,1,1,1,1,1,2,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Enero",">= 90","Mujeres",2,2,1,1,1,3,0,4,3,0,2,5,2,2
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,1,1,1,1,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","80 - 89","Hombres",0,0,2,1,1,2,2,0,1,0,0,1,0,2
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero","80 - 89","Mujeres",1,2,1,0,2,1,1,2,2,0,2,1,5,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero",">= 90","Hombres",0,2,1,0,0,0,0,0,2,0,0,1,2,2
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Febrero",">= 90","Mujeres",0,1,0,0,0,2,0,1,2,0,1,1,2,2
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","60 - 69","Hombres",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","60 - 69","Mujeres",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","70 - 79","Hombres",0,0,1,1,0,0,0,0,0,1,0,1,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","70 - 79","Mujeres",0,0,1,0,1,0,0,0,0,0,0,0,0,1
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","80 - 89","Hombres",0,0,0,0,2,1,1,0,0,0,2,2,0,1
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo","80 - 89","Mujeres",1,2,4,2,2,2,0,1,1,0,1,4,3,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo",">= 90","Hombres",0,0,0,0,0,1,0,0,0,1,0,2,1,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Marzo",">= 90","Mujeres",0,1,2,4,2,1,1,3,1,3,1,4,3,3
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Abril","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Abril","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Abril","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Abril","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Abril","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Abril","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Abril","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XII. Enfermedades de la piel y del tejido subcutáneo (L00 - L99)","Abril","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
